,EXECUTIONID,ABSTRACTIONID,ACTIONID,ARENAID,SHEETID,SYSTEMID,VARIANTID,ADAPTERID,X,Y,TYPE,VALUE,RAWVALUE,VALUETYPE,LASTMODIFIED,EXECUTIONTIME
187,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",3,6,input_value,a,a,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
188,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_all_branches_in_file,342,342,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
189,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'FloatingFormat.__init__', 0)",0,2,value,UNSUCCESSFUL,UNSUCCESSFUL,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
190,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",2,0,input_value,python.Array,python.Array,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
191,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",8,6,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
192,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",7,0,input_value,x,x,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 222000), 0)",-1
193,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('__getitem__', '__getitem__', 0)",1,1,op,__getitem__,__getitem__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
194,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('__getitem__', '__getitem__', 0)",0,1,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
195,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",2,6,input_value,python.Dict,python.Dict,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 619000), 0)",-1
196,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'FloatingFormat.__init__', 0)",1,2,op,FloatingFormat.__init__,FloatingFormat.__init__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
197,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'FloatingFormat.__init__', 0)",3,2,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
198,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",7,6,input_value,c,c,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
199,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
200,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_all_branches_in_file,342,342,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
201,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",-1,3,metrics_execution_time,114,114,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
202,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",5,0,input_value,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
203,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",4,5,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
204,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",5,6,input_value,b,b,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
205,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",4,0,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
206,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
207,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
208,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",-1,3,metrics_all_lines_in_function,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
209,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'FloatingFormat.__init__', 0)",1,2,error_message,Could not instantiate class,Could not instantiate class,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
210,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",3,5,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
211,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",4,6,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
212,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
213,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",-1,3,metrics_all_branches_in_file,342,342,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
214,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
215,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 222000), 0)",-1
216,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",2,0,input_value,python.Array,python.Array,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
217,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",7,0,input_value,x,x,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
218,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'FloatingFormat.__init__', 0)",2,2,input_value,FloatingFormat,FloatingFormat,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
219,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",2,6,input_value,python.Dict,python.Dict,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 117000), 0)",-1
220,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",7,6,input_value,c,c,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
221,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",6,0,input_value,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
222,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'FloatingFormat.__init__', 0)",1,2,adaptation_instruction,UseStandardConstructorValues: ,"UseStandardConstructorValues: (1, 1, 1, 1)
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
223,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
224,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
225,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
226,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",1,0,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 942000), 0)",-1
227,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",1,6,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
228,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
229,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_covered_lines_in_file,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
230,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
231,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'FloatingFormat.__init__', 0)",0,2,value,UNSUCCESSFUL,UNSUCCESSFUL,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
232,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",4,0,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
233,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
234,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",3,3,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
235,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
236,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",3,5,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
237,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",4,6,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 117000), 0)",-1
238,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",3,0,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
239,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",-1,3,metrics_all_lines_in_file,604,604,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
240,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",3,4,input_value,16,16,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
241,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
242,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",8,0,input_value,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
243,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
244,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",2,5,input_value,python.Complex,python.Complex,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
245,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",3,6,input_value,a,a,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
246,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",8,6,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
247,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
248,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('__getitem__', '__getitem__', 0)",0,1,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
249,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'FloatingFormat.__init__', 0)",1,2,op,FloatingFormat.__init__,FloatingFormat.__init__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
250,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",0,6,value,"{'a': 1, 'b': 'wow', 'c': 3}","{'a': 1, 'b': 'wow', 'c': 3}",<class 'dict'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
251,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",0,3,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",50
252,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",6,0,input_value,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
253,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
254,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_all_branches_in_file,342,342,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
255,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_covered_branches_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
256,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 117000), 0)",-1
257,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",5,0,input_value,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
258,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",4,5,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
259,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",5,6,input_value,b,b,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
260,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
261,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
262,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
263,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",3,0,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
264,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
265,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",8,0,input_value,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
266,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'FloatingFormat.__init__', 0)",3,2,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
267,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_all_branches_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
268,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
269,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",2,5,input_value,python.Complex,python.Complex,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
270,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",2,0,input_value,python.Array,python.Array,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
271,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('__getitem__', '__getitem__', 0)",1,1,op,__getitem__,__getitem__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
272,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",8,6,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 117000), 0)",-1
273,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",7,0,input_value,x,x,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
274,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
275,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",1,4,op,str_format,str_format,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",66
276,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",2,6,input_value,python.Dict,python.Dict,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
277,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",7,6,input_value,c,c,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
278,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_all_lines_in_function,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
279,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",1,6,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
280,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",5,0,input_value,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
281,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
