,EXECUTIONID,ABSTRACTIONID,ACTIONID,ARENAID,SHEETID,SYSTEMID,VARIANTID,ADAPTERID,X,Y,TYPE,VALUE,RAWVALUE,VALUETYPE,LASTMODIFIED,EXECUTIONTIME
93,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('__getitem__', '__getitem__', 0)",2,1,input_value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
94,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
95,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
96,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
97,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
98,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 845000), 0)",-1
99,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",6,0,input_value,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
100,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('__getitem__', '__getitem__', 0)",0,1,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 222000), 0)",-1
101,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 942000), 0)",-1
102,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_covered_branches_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
103,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
104,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'FloatingFormat.__init__', 0)",1,2,error_message,Could not instantiate class,Could not instantiate class,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
105,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
106,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('__getitem__', '__getitem__', 0)",2,1,input_value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
107,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
108,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 21000), 0)",-1
109,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_covered_branches_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
110,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'FloatingFormat.__init__', 0)",0,2,value,UNSUCCESSFUL,UNSUCCESSFUL,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
111,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",0,0,value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
112,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
113,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
114,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",2,4,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
115,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
116,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",1,4,adaptation_instruction,"NameAdaptation: subme
ReturnTy","NameAdaptation: subme
ReturnTypeAdaptation: int
ParameterTypeConversion: ['Any']
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
117,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",3,0,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 845000), 0)",-1
118,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('__getitem__', '__getitem__', 0)",2,1,input_value,"[2, 3, 5, 12, 'x', 7]","[2, 3, 5, 12, 'x', 7]",<class 'list'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
119,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",8,0,input_value,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
120,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",1,6,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 23000), 0)",-1
121,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_covered_lines_in_function_ratio,60.0,60.0,<class 'float'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
122,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",2,5,input_value,python.Complex,python.Complex,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
123,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",3,6,input_value,a,a,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
124,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
125,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_all_branches_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
126,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",8,6,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
127,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",1,3,op,repr_format,repr_format,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",45
128,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",2,6,input_value,python.Dict,python.Dict,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
129,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",1,0,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
130,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_all_lines_in_file,604,604,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
131,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'FloatingFormat.__init__', 0)",1,2,op,FloatingFormat.__init__,FloatingFormat.__init__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
132,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",5,0,input_value,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 845000), 0)",-1
133,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'FloatingFormat.__init__', 0)",3,2,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
134,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'FloatingFormat.__init__', 0)",1,2,adaptation_instruction,UseStandardConstructorValues: ,"UseStandardConstructorValues: (1, 1, 1, 1)
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
135,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",4,5,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
136,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",5,6,input_value,b,b,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
137,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",4,6,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
138,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",-1,3,metrics_all_branches_in_file,342,342,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
139,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",-1,3,metrics_covered_branches_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
140,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('__getitem__', '__getitem__', 0)",1,1,op,__getitem__,__getitem__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
141,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",2,0,input_value,python.Array,python.Array,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
142,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",7,0,input_value,x,x,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
143,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
144,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 117000), 0)",-1
145,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",1,3,adaptation_instruction,"NameAdaptation: addme
ReturnTy","NameAdaptation: addme
ReturnTypeAdaptation: int
ParameterTypeConversion: ['Any']
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
146,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
147,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",2,6,input_value,python.Dict,python.Dict,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
148,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('__getitem__', '__getitem__', 0)",0,1,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
149,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",7,6,input_value,c,c,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
150,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",0,3,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",114
151,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
152,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'FloatingFormat.__init__', 0)",2,2,input_value,FloatingFormat,FloatingFormat,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
153,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'FloatingFormat.__init__', 0)",1,2,error_message,Could not instantiate class,Could not instantiate class,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
154,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_all_lines_in_function,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
155,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",3,3,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
156,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'FloatingFormat.__init__', 0)",2,2,input_value,FloatingFormat,FloatingFormat,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
157,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",4,0,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 942000), 0)",-1
158,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
159,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 222000), 0)",-1
160,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",3,5,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
161,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",4,6,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
162,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
163,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",3,0,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 222000), 0)",-1
164,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",2,5,input_value,python.Complex,python.Complex,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
165,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
166,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",3,6,input_value,a,a,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
167,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_execution_time,66,66,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
168,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",8,6,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
169,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('__getitem__', '__getitem__', 0)",1,1,op,__getitem__,__getitem__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
170,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",0,4,value,16,16,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",66
171,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",2,3,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
172,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",6,0,input_value,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
173,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'FloatingFormat.__init__', 0)",1,2,op,FloatingFormat.__init__,FloatingFormat.__init__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
174,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",1,0,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
175,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
176,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",5,0,input_value,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 222000), 0)",-1
177,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",1,6,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
178,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",4,5,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
179,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",5,6,input_value,b,b,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
180,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'FloatingFormat.__init__', 0)",1,2,error_message,Could not instantiate class,Could not instantiate class,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
181,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_covered_branches_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
182,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",3,3,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
183,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",3,0,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
184,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",8,0,input_value,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
185,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_covered_lines_in_file,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
186,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",2,5,input_value,python.Complex,python.Complex,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
